Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09848487377166748,0.09891304511205778,0.09848487377166748,0.09848487377166748,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377500541523012,0.09377500541523012,0.09334683418273926,0.09334683418273926,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08692355762862244,0.08692355762862244,0.08649539202451706,0.08649539202451706,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863621950149536,0.08906439076477202,0.08863621950149536,0.08863621950149536,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120602905750275,0.09163419473204182,0.09120602905750275,0.09120602905750275,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09677217900753021,0.09720035025572821,0.09677217900753021,0.09677217900753021,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148199647665024,0.10191093362346398,0.10148199647665024,0.10148199647665024,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10576443374156952,0.10619260478577199,0.10576443374156952,0.10576443374156952,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133072525262833,0.11175889669003441,0.11133072525262833,0.11133072525262833,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160751968622208,0.12203569106186359,0.12160751968622208,0.12160751968622208,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332019209861755,0.12374836346850901,0.12332019209861755,0.12332019209861755,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075115475074605,0.12075115475074605,0.12032299488782881,0.12032299488782883,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11732582884771395,0.11732582884771395,0.11689765751361848,0.11689765751361847,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818214505910873,0.11903848761844561,0.11818214505910873,0.11818214505910873,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11604132992379623,0.11604132992379623,0.1156131699681282,0.1156131699681282,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11090248197538188,0.11090248197538188,0.11047431081533432,0.11047431081533432,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619260478577199,0.10619260478577199,0.10576443374156952,0.10576443374156952,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10405183322717482,0.10405183322717482,0.10362367331981659,0.10362367331981659,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918980091810226,0.10961797204736275,0.10918980091810226,0.10918980091810226,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10918984430541134,0.10918984430541134,0.1083335131406784,0.1083335131406784,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10490816218496635,0.10490816218496635,0.10447999089956284,0.10447999089956284,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490816086530685,0.10533633214532431,0.10490816086530685,0.10490816086530685,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704908519983292,0.10790541696070972,0.10704908519983292,0.10704908519983292,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10662081963089669,0.10662081963089669,0.10619264841079712,0.10619264841079712,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.1126151829957962,0.11304335426159573,0.1126151829957962,0.1126151829957962,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10961797204736275,0.10961797204736275,0.10918980091810226,0.10918980091810226,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11133072525262833,0.11218705669337535,0.11133072525262833,0.11133072525262833,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.1126151829957962,0.11347152552739526,0.1126151829957962,0.1126151829957962,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11261521421687896,0.11304338560138336,0.11218704283237457,0.11218704283237457,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11090248197538188,0.11090248197538188,0.11047431081533432,0.11047431081533432,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11047436176949468,0.11047436176949468,0.10961803048849106,0.10961803048849106,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10662081963089669,0.10662081963089669,0.10619264841079712,0.10619264841079712,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10276728240900342,0.10276728240900342,0.10233911126852036,0.10233911126852036,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.0976285215039262,0.0976285215039262,0.09677217900753021,0.09677217900753021,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09163419473204182,0.09163419473204182,0.09120602905750275,0.09120602905750275,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09463135898113251,0.09505952457268742,0.09463135898113251,0.09463135898113251,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09805671125650406,0.09848487115144045,0.09805671125650406,0.09805671125650406,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09805671125650406,0.09891304248043907,0.09805671125650406,0.09805671125650406,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09848487377166748,0.09891304511205778,0.09848487377166748,0.09848487377166748,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09420317093069115,0.09420317093069115,0.09334683418273926,0.09334683418273926,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09334683418273926,0.09377500541523012,0.09334683418273926,0.09334683418273926,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09077781735753095,0.09077781735753095,0.09034965187311172,0.09034965187311172,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.08992148930698546,0.08992148930698546,0.0894925519824028,0.0894925519824028,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08820806891071808,0.08820806891071808,0.0873517319560051,0.0873517319560051,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.0894925519824028,0.08992148930698546,0.0894925519824028,0.0894925519824028,12275200,0.0,0.0
