Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-09-29,26.559999465942383,26.58099937438965,26.549999237060547,26.57200050354004,4100,0.049,0.0,0.0
2025-09-30,26.600000381469727,26.66699981689453,26.59000015258789,26.66699981689453,400,0.0,0.0,0.0
2025-10-01,26.700000762939453,26.768999099731445,26.690000534057617,26.768999099731445,500,0.0,0.0,0.0
2025-10-02,26.78499984741211,26.799999237060547,26.78499984741211,26.792999267578125,1200,0.0,0.0,0.0
2025-10-03,26.893999099731445,26.893999099731445,26.808000564575195,26.808000564575195,300,0.0,0.0,0.0
2025-10-06,26.850000381469727,26.899999618530273,26.850000381469727,26.898000717163086,2100,0.0,0.0,0.0
2025-10-07,26.90999984741211,26.90999984741211,26.75,26.77400016784668,3400,0.0,0.0,0.0
2025-10-08,26.913000106811523,26.929000854492188,26.913000106811523,26.929000854492188,3000,0.0,0.0,0.0
2025-10-09,26.8799991607666,26.8799991607666,26.790000915527344,26.840999603271484,4500,0.0,0.0,0.0
2025-10-10,26.639999389648438,26.639999389648438,26.22100067138672,26.22100067138672,8500,0.0,0.0,0.0
2025-10-13,26.5,26.6299991607666,26.440000534057617,26.601999282836914,1000,0.0,0.0,0.0
2025-10-14,26.469999313354492,26.547000885009766,26.469999313354492,26.547000885009766,2300,0.0,0.0,0.0
2025-10-15,26.68000030517578,26.790000915527344,26.64699935913086,26.64699935913086,800,0.0,0.0,0.0
2025-10-16,26.700000762939453,26.809999465942383,26.5,26.559999465942383,11000,0.0,0.0,0.0
2025-10-17,26.6299991607666,26.670000076293945,26.579999923706055,26.655000686645508,14600,0.0,0.0,0.0
