Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-08 00:00:00-05:00,0.09848485887050629,0.09891303014611251,0.09848485887050629,0.09848485887050629,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377501607512012,0.0972003577392741,0.08649538394950287,0.09677218645811081,490134400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148203277004905,0.12203564620098223,0.10148203277004905,0.1216074749827385,187891200,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332016611294722,0.12374833739261566,0.11689764265416434,0.11818214505910873,219452800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11604129100421882,0.11604129100421882,0.10362365025703006,0.10918983072042465,197904000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10918982408337545,0.10918982408337545,0.10447997496445817,0.10619264841079712,88502400,0.0,0.0
1981-01-19 00:00:00-05:00,0.11261516934278074,0.11347151177056024,0.10918982249978108,0.11218699812889099,134332800,0.0,0.0
1981-01-26 00:00:00-05:00,0.11090251334609698,0.11090251334609698,0.09677218645811081,0.09677218645811081,166588800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09163416991408027,0.09891303014611251,0.09120600435550445,0.09848485887050629,92579200,0.0,0.0
1981-02-09 00:00:00-05:00,0.09420318564092259,0.09420318564092259,0.0873517245054245,0.0873517245054245,74659200,0.0,0.0
1981-02-16 00:00:00-05:00,0.08949256347627539,0.09420318524637826,0.08307003974914551,0.08307003974914551,78198400,0.0,0.0
1981-02-23 00:00:00-05:00,0.08435451359051965,0.09163414352526869,0.08135733839252454,0.09077780693769455,76182400,0.0,0.0
1981-03-02 00:00:00-05:00,0.09120600622671286,0.09163417179407306,0.08777988702058792,0.08777988702058792,58620800,0.0,0.0
1981-03-09 00:00:00-05:00,0.08135734645454204,0.08135734645454204,0.07407771579842594,0.07621856033802032,364112000,0.0,0.0
1981-03-16 00:00:00-05:00,0.07921650965367603,0.08906437877945736,0.07921650965367603,0.08820804208517075,170329600,0.0,0.0
1981-03-23 00:00:00-05:00,0.09163417315975031,0.0924905100242637,0.08478271216154099,0.08478271216154099,81760000,0.0,0.0
1981-03-30 00:00:00-05:00,0.08478268474282111,0.091205978089996,0.08307001156767282,0.09077780693769455,107856000,0.0,0.0
1981-04-06 00:00:00-05:00,0.08949258957055267,0.09591588696973469,0.08820808673740324,0.09548772126436234,101404800,0.0,0.0
1981-04-13 00:00:00-05:00,0.09548769532825804,0.09591586091733324,0.08563905209302902,0.08563905209302902,80640000,0.0,0.0
1981-04-20 00:00:00-05:00,0.08820808724712342,0.10062573889546939,0.08820808724712342,0.09934123605489731,175952000,0.0,0.0
